iter	Passed	Remaining
651	102915	133852
652	103082	133707
653	103251	133563
654	103406	133402
655	103564	133244
656	103736	133105
657	103882	132931
658	104042	132776
659	104201	132619
660	104370	132476
661	104540	132333
662	104737	132224
663	104889	132059
664	105047	131902
665	105194	131730
666	105346	131565
667	105504	131406
668	105676	131265
669	105834	131108
670	106007	130968
671	106169	130816
672	106317	130645
673	106476	130489
674	106647	130346
675	106787	130166
676	106942	130005
677	107097	129843
678	107275	129709
679	107447	129568
680	107609	129415
681	107767	129257
682	107933	129109
683	108094	128954
684	108255	128800
685	108402	128629
686	108553	128462
687	108752	128353
688	108896	128178
689	109057	128023
690	109211	127860
691	109362	127694
692	109517	127532
693	109670	127369
694	109839	127223
695	110021	127093
696	110190	126948
697	110347	126789
698	110517	126644
699	110667	126476
700	110830	126324
701	110983	126160
702	111136	125997
703	111295	125839
704	111467	125697
705	111671	125590
706	111832	125436
707	111986	125272
708	112133	125102
709	112268	124918
710	112407	124739
711	112569	124585
712	112723	124422
713	112859	124240
714	113026	124091
715	113191	123941
716	113334	123767
717	113481	123597
718	113618	123415
719	113820	123305
720	113973	123141
721	114108	122959
722	114257	122791
723	114402	122619
724	114561	122462
725	114698	122281
726	114849	122116
727	115012	121963
728	115178	121814
729	115320	121638
730	115487	121490
731	115656	121344
732	115826	121198
733	116002	121059
734	116160	120901
735	116301	120726
736	116461	120569
737	116621	120414
738	116781	120258
739	116937	120098
740	117099	119943
741	117266	119795
742	117446	119659
743	117611	119508
744	117762	119343
745	117928	119193
746	118081	119030
747	118249	118881
748	118409	118725
749	118566	118566
750	118746	118430
751	118923	118290
752	119098	118149
753	119261	117996
754	119416	117835
755	119579	117680
756	119746	117532
757	119904	117373
758	120059	117212
759	120239	117075
760	120421	116940
761	120588	116790
762	120749	116634
763	120915	116483
764	121066	116318
765	121215	116151
766	121377	115997
767	121532	115835
768	121791	115772
769	121942	115607
770	122098	115447
771	122260	115292
772	122400	115116
773	122551	114951
774	122708	114792
775	122873	114639
776	123034	114483
777	123204	114335
778	123381	114194
779	123560	114055
780	123708	113887
781	123863	113726
782	124017	113564
783	124165	113396
784	124340	113252
785	124506	113101
786	124670	112948
787	124877	112833
788	125040	112679
789	125198	112520
790	125376	112379
791	125532	112218
792	125712	112079
793	125873	111922
794	126052	111782
795	126244	111653
796	126404	111495
797	126565	111339
798	126738	111193
799	126894	111032
800	127051	110872
801	127222	110724
802	127375	110560
803	127527	110397
804	127687	110239
805	127856	110089
806	128005	109923
807	128159	109760
808	128316	109600
809	128478	109445
810	128659	109305
811	128818	109146
812	128997	109005
813	129178	108865
814	129346	108714
815	129495	108547
816	129645	108382
817	129796	108216
818	129939	108045
819	130104	107891
820	130255	107726
821	130426	107577
822	130614	107443
823	130782	107292
824	130946	107138
825	131115	106987
826	131268	106824
827	131422	106661
828	131583	106505
829	131751	106354
830	131944	106222
831	132142	106095
832	132296	105932
833	132439	105760
834	132595	105599
835	132755	105442
836	132917	105286
837	133078	105128
838	133246	104976
839	133404	104817
840	133560	104656
841	133733	104509
842	133880	104341
843	134029	104174
844	134197	104023
845	134348	103857
846	134496	103691
847	134650	103528
848	134812	103372
849	134996	103232
850	135188	103098
851	135339	102934
852	135494	102772
853	135676	102631
854	135838	102474
855	135993	102313
856	136181	102175
857	136325	102006
858	136480	101844
859	136644	101689
860	136803	101529
861	136951	101363
862	137120	101211
863	137278	101052
864	137436	100892
865	137601	100738
866	137771	100587
867	137946	100440
868	138138	100305
869	138279	100133
870	138434	99971
871	138593	99812
872	138751	99653
873	138924	99504
874	139082	99344
875	139255	99195
876	139418	99039
877	139589	98889
878	139746	98728
879	139914	98576
880	140074	98417
881	140240	98264
882	140394	98101
883	140549	97939
884	140719	97788
885	140897	97642
886	141111	97521
887	141259	97354
888	141415	97193
889	141576	97035
890	141748	96885
891	141925	96738
892	142094	96585
893	142271	96438
894	142433	96281
895	142620	96141
896	142777	95980
897	142930	95817
898	143082	95653
899	143248	95499
900	143404	95337
901	143562	95177
902	143745	95034
903	143927	94890
904	144113	94748
905	144276	94592
906	144440	94435
907	144583	94266
908	144738	94103
909	144896	93944
910	145055	93784
911	145220	93628
912	145386	93473
913	145570	93330
914	145728	93170
915	145881	93007
916	146036	92845
917	146199	92688
918	146353	92526
919	146502	92360
920	146673	92208
921	146842	92055
922	147022	91909
923	147172	91744
924	147328	91582
925	147479	91417
926	147627	91251
927	147783	91090
928	147938	90928
929	148109	90776
930	148276	90622
931	148454	90474
932	148623	90321
933	148798	90171
934	148949	90007
935	149131	89861
936	149286	89699
937	149483	89562
938	149641	89402
939	149804	89245
940	149980	89095
941	150123	88926
942	150307	88781
943	150462	88620
944	150622	88460
945	150781	88301
946	150986	88168
947	151157	88015
948	151327	87862
949	151502	87711
950	151657	87550
951	151810	87386
952	151959	87221
953	152118	87061
954	152279	86903
955	152452	86750
956	152619	86595
957	152807	86452
958	152999	86311
959	153148	86145
960	153305	85985
961	153460	85823
962	153622	85664
963	153781	85505
964	153916	85332
965	154082	85176
966	154318	85058
967	154475	84897
968	154608	84723
969	154770	84565
970	154923	84402
971	155063	84232
972	155192	84056
973	155341	83890
974	155487	83724
975	155658	83570
976	155841	83423
977	156001	83264
978	156128	83087
979	156272	82920
980	156424	82756
981	156574	82592
982	156727	82429
983	156895	82274
984	157136	82157
985	157327	82014
986	157521	81872
987	157688	81717
988	157833	81550
989	157974	81381
990	158113	81210
991	158254	81041
992	158403	80876
993	158572	80721
994	158741	80567
995	158907	80411
996	159068	80252
997	159204	80080
998	159364	79921
999	159523	79761
1000	159687	79604
1001	159846	79444
1002	160012	79288
1003	160170	79128
1004	160378	78992
1005	160555	78841
1006	160728	78688
1007	160884	78527
1008	161047	78368
1009	161196	78204
1010	161352	78043
1011	161508	77881
1012	161710	77742
1013	161874	77584
1014	162037	77426
1015	162191	77264
1016	162349	77103
1017	162499	76939
1018	162644	76773
1019	162805	76614
1020	162958	76451
1021	163127	76296
1022	163305	76145
1023	163498	76001
1024	163664	75844
1025	163840	75692
1026	163997	75531
1027	164149	75368
1028	164298	75203
1029	164455	75042
1030	164631	74890
1031	164840	74753
1032	165033	74608
1033	165184	74444
1034	165338	74282
1035	165490	74119
1036	165662	73965
1037	165819	73803
1038	165969	73639
1039	166135	73482
1040	166319	73333
1041	166482	73175
1042	166646	73017
1043	166800	72855
1044	166967	72698
1045	167114	72533
1046	167260	72367
1047	167416	72206
1048	167591	72053
1049	167744	71890
1050	167932	71742
1051	168086	71580
1052	168236	71416
1053	168388	71253
1054	168549	71094
1055	168670	70918
1056	168815	70752
1057	168981	70595
1058	169148	70438
1059	169335	70290
1060	169514	70138
1061	169657	69971
1062	169804	69806
1063	169994	69659
1064	170183	69511
1065	170385	69368
1066	170585	69225
1067	170814	69093
1068	170999	68943
1069	171182	68793
1070	171347	68635
1071	171518	68479
1072	171678	68319
1073	171836	68158
1074	172008	68003
1075	172171	67844
1076	172340	67687
1077	172519	67535
1078	172670	67371
1079	172820	67208
1080	172968	67043
1081	173117	66878
1082	173276	66718
1083	173430	66556
1084	173604	66401
1085	173797	66254
1086	173972	66100
1087	174127	65937
1088	174289	65778
1089	174438	65614
1090	174589	65451
1091	174735	65285
1092	174886	65122
1093	175074	64972
1094	175250	64818
1095	175431	64666
1096	175588	64505
1097	175757	64348
1098	175922	64190
1099	176086	64031
1100	176257	63875
1101	176413	63713
1102	176596	63561
1103	176768	63406
1104	176933	63247
1105	177084	63084
1106	177234	62920
1107	177383	62756
1108	177547	62597
1109	177687	62430
1110	177837	62267
1111	178029	62118
1112	178430	62041
1113	178600	61884
1114	178822	61745
1115	179070	61615
1116	179227	61453
1117	179386	61293
1118	179569	61140
1119	179735	60981
1120	179913	60827
1121	180084	60670
1122	180262	60515
1123	180447	60363
1124	180606	60202
1125	180759	60038
1126	180916	59877
1127	181100	59724
1128	181275	59568
1129	181457	59415
1130	181585	59244
1131	181740	59081
1132	181895	58919
1133	182058	58759
1134	182211	58596
1135	182380	58438
1136	182561	58284
1137	182747	58132
1138	182943	57983
1139	183109	57823
1140	183285	57668
1141	183470	57515
1142	183631	57354
1143	183796	57195
1144	183956	57034
1145	184134	56879
1146	184311	56723
1147	184498	56571
1148	184659	56410
1149	184813	56247
1150	184976	56087
1151	185128	55924
1152	185292	55764
1153	185450	55602
1154	185640	55451
1155	185842	55302
1156	186014	55145
1157	186173	54983
1158	186353	54828
1159	186515	54668
1160	186666	54504
1161	186818	54341
1162	186980	54180
1163	187148	54022
1164	187341	53870
1165	187535	53719
1166	187704	53560
1167	187870	53401
1168	188025	53239
1169	188180	53076
1170	188343	52916
1171	188519	52759
1172	188696	52603
1173	188881	52449
1174	189067	52295
1175	189221	52132
1176	189402	51977
1177	189559	51815
1178	189710	51651
1179	189871	51490
1180	190034	51330
1181	190226	51177
1182	190410	51023
1183	190584	50865
1184	190744	50704
1185	190902	50542
1186	191063	50381
1187	191236	50223
1188	191392	50061
1189	191564	49903
1190	191740	49746
1191	191926	49591
1192	192093	49432
1193	192244	49268
1194	192401	49106
1195	192552	48943
1196	192713	48782
1197	192861	48617
1198	193022	48456
1199	193207	48301
1200	193382	48144
1201	193559	47987
1202	193728	47828
1203	193890	47667
1204	194047	47505
1205	194232	47350
1206	194386	47187
1207	194563	47030
1208	194752	46875
1209	195063	46750
1210	195305	46608
1211	195571	46472
1212	195735	46311
1213	195914	46154
1214	196077	45993
1215	196272	45839
1216	196447	45681
1217	196615	45521
1218	196783	45361
1219	196944	45200
1220	197103	45038
1221	197252	44874
1222	197409	44711
1223	197581	44552
1224	197759	44395
1225	197939	44237
1226	198101	44076
1227	198262	43914
1228	198431	43755
1229	198591	43593
1230	198740	43429
1231	198910	43269
1232	199102	43114
1233	199305	42962
1234	199474	42802
1235	199633	42640
1236	199787	42477
1237	199942	42314
1238	200106	42153
1239	200258	41989
1240	200425	41829
1241	200749	41701
1242	200918	41541
1243	201098	41383
1244	201260	41222
1245	201416	41059
1246	201574	40896
1247	201733	40734
1248	201898	40573
1249	202084	40416
1250	202252	40256
1251	202413	40094
1252	202572	39932
1253	202720	39768
1254	202882	39606
1255	203037	39443
1256	203196	39281
1257	203390	39126
1258	203572	38968
1259	203751	38809
1260	203912	38647
1261	204079	38487
1262	204240	38325
1263	204386	38160
1264	204546	37998
1265	204699	37835
1266	204884	37678
1267	205062	37519
1268	205254	37363
1269	205401	37198
1270	205556	37035
1271	205711	36872
1272	205858	36708
1273	206007	36544
1274	206172	36383
1275	206338	36222
1276	206536	36067
1277	206709	35907
1278	206871	35745
1279	207048	35586
1280	207211	35424
1281	207375	35263
1282	207544	35102
1283	207718	34943
1284	207901	34785
1285	208098	34629
1286	208273	34469
1287	208436	34307
1288	208611	34148
1289	208792	33989
1290	208956	33827
1291	209148	33670
1292	209336	33513
1293	209524	33355
1294	209702	33196
1295	209863	33034
1296	210037	32873
1297	210195	32711
1298	210366	32550
1299	210556	32393
1300	210737	32234
1301	210942	32078
1302	211125	31919
1303	211293	31758
1304	211476	31599
1305	211651	31439
1306	211821	31278
1307	211984	31116
1308	212171	30958
1309	212379	30803
1310	212586	30647
1311	212753	30485
1312	212922	30324
1313	213105	30165
1314	213276	30004
1315	213431	29841
1316	213616	29682
1317	213817	29525
1318	214000	29366
1319	214180	29206
1320	214319	29041
1321	214499	28881
1322	214658	28718
1323	214807	28554
1324	214957	28390
1325	215138	28230
1326	215369	28077
1327	215544	27916
1328	215715	27755
1329	215857	27590
1330	215997	27425
1331	216157	27263
1332	216322	27101
1333	216501	26940
1334	216664	26778
1335	216859	26620
1336	217040	26460
1337	217196	26297
1338	217348	26133
1339	217495	25969
1340	217661	25807
1341	217827	25645
1342	217984	25482
1343	218163	25322
1344	218318	25159
1345	218494	24998
1346	218648	24835
1347	218804	24672
1348	218973	24510
1349	219160	24351
1350	219316	24188
1351	219476	24025
1352	219645	23863
1353	219819	23702
1354	219995	23541
1355	220173	23381
1356	220353	23220
1357	220528	23059
1358	220696	22897
1359	220870	22736
1360	221046	22575
1361	221204	22412
1362	221390	22252
1363	221559	22091
1364	221718	21928
1365	221893	21766
1366	222059	21604
1367	222201	21440
1368	222354	21277
1369	222521	21115
1370	222739	20958
1371	222896	20795
1372	223074	20633
1373	223263	20473
1374	223418	20310
1375	223577	20147
1376	223729	19984
1377	223875	19820
1378	224060	19660
1379	224243	19499
1380	224387	19335
1381	224544	19172
1382	224727	19011
1383	224903	18850
1384	225038	18685
1385	225193	18522
1386	225370	18361
1387	225538	18199
1388	225708	18037
1389	225862	17873
1390	226002	17709
1391	226156	17546
1392	226318	17384
1393	226477	17221
1394	226637	17058
1395	226800	16896
1396	226991	16735
1397	227160	16573
1398	227328	16411
1399	227489	16249
1400	227648	16086
1401	227808	15923
1402	227970	15761
1403	228129	15598
1404	228290	15436
1405	228481	15275
1406	228663	15114
1407	228834	14952
1408	228984	14788
1409	229141	14626
1410	229309	14463
1411	229465	14300
1412	229628	14138
1413	229809	13977
1414	229968	13814
1415	230131	13651
1416	230299	13489
1417	230462	13327
1418	230645	13165
1419	230806	13003
1420	230943	12839
1421	231101	12676
1422	231281	12514
1423	231464	12353
1424	231635	12191
1425	231805	12029
1426	231945	11865
1427	232110	11703
1428	232284	11541
1429	232450	11378
1430	232625	11216
1431	232813	11055
1432	232990	10893
1433	233166	10731
1434	233342	10569
1435	233510	10407
1436	233668	10244
1437	233836	10081
1438	233989	9918
1439	234138	9755
1440	234312	9593
1441	234491	9431
1442	234659	9269
1443	234819	9106
1444	234988	8944
1445	235148	8781
1446	235304	8618
1447	235463	8455
1448	235704	8296
1449	235887	8134
1450	236054	7971
1451	236208	7808
1452	236354	7645
1453	236508	7482
1454	236665	7319
1455	236826	7156
1456	236972	6993
1457	237124	6830
1458	237300	6668
1459	237469	6506
1460	237626	6343
1461	237800	6180
1462	237966	6018
1463	238125	5855
1464	238288	5692
1465	238444	5530
1466	238612	5367
1467	238806	5205
1468	238989	5043
1469	239188	4881
1470	239374	4719
1471	239519	4556
1472	239688	4393
1473	239839	4230
1474	239996	4067
1475	240170	3905
1476	240330	3742
1477	240510	3579
1478	240695	3417
1479	240859	3254
1480	241023	3092
1481	241175	2929
1482	241336	2766
1483	241495	2603
1484	241650	2440
1485	241811	2278
1486	241978	2115
1487	242144	1952
1488	242307	1790
1489	242459	1627
1490	242609	1464
1491	242781	1301
1492	242954	1139
1493	243117	976
1494	243294	813
1495	243465	650
1496	243628	488
1497	243792	325
1498	243947	162
1499	244107	0
