iter	MultiClass
411	0.3518383468
412	0.3516813084
413	0.3515824612
414	0.3514340697
415	0.3512646197
416	0.3511625103
417	0.3510454343
418	0.3509355604
419	0.3508274727
420	0.3507377807
421	0.350623904
422	0.3504955098
423	0.3502613621
424	0.350180289
425	0.3500824637
426	0.349930424
427	0.3498171443
428	0.349751453
429	0.3497114841
430	0.3495588065
431	0.3494102669
432	0.3492572651
433	0.3492101215
434	0.3491452442
435	0.3490772127
436	0.3488465519
437	0.3487429236
438	0.3486653492
439	0.3486262478
440	0.3485362844
441	0.3484334838
442	0.3483338215
443	0.3482512539
444	0.3481300531
445	0.3480289404
446	0.347930615
447	0.3477725309
448	0.347705138
449	0.3475641025
450	0.3474897278
451	0.3474381511
452	0.3472883828
453	0.347171018
454	0.3470071078
455	0.3468885408
456	0.3467319751
457	0.3466383251
458	0.3465605719
459	0.3464711214
460	0.3463398843
461	0.346185428
462	0.3461639882
463	0.3460726192
464	0.3459970906
465	0.3459389991
466	0.3458350681
467	0.345717764
468	0.345636876
469	0.3455505339
470	0.3455137646
471	0.3454018963
472	0.3452871547
473	0.3451460042
474	0.3450335571
475	0.3449305542
476	0.3448488047
477	0.3447250822
478	0.3446522691
479	0.3445314891
480	0.3444412545
481	0.3443536838
482	0.3442110521
483	0.3440786473
484	0.3440163532
485	0.3439264415
486	0.3438876909
487	0.3437712449
488	0.3437493656
489	0.3436381597
490	0.3435956366
491	0.3435129365
492	0.3434611426
493	0.3433385295
494	0.3432873086
495	0.3431638027
496	0.3430514547
497	0.3429781774
498	0.3429237485
499	0.3428372021
500	0.3427560252
501	0.3426500979
502	0.3425361838
503	0.3424923485
504	0.3423602059
505	0.3422011871
506	0.3420799792
507	0.3419601274
508	0.3418771723
509	0.3417563743
510	0.3416960729
511	0.3416130278
512	0.3414800402
513	0.3414344441
514	0.341348915
515	0.3412577504
516	0.3412402284
517	0.3411740614
518	0.3411075668
519	0.3410444678
520	0.3410133978
521	0.3408996407
522	0.340745601
523	0.3406645635
524	0.34059353
525	0.3404593998
526	0.3403689154
527	0.3402946104
528	0.3402492811
529	0.340153035
530	0.3399678011
531	0.3398115196
532	0.3396547269
533	0.3395694887
534	0.339497553
535	0.3393564918
536	0.339230538
537	0.3391286661
538	0.3390937348
539	0.3389956582
540	0.3389705479
541	0.3387967083
542	0.3387003841
543	0.3385393634
544	0.3384588239
545	0.3383592789
546	0.3382754881
547	0.3381784333
548	0.3381285542
549	0.3380147605
550	0.3379054686
551	0.3377556496
552	0.3375561255
553	0.3374855397
554	0.3373787706
555	0.3373066863
556	0.3371693324
557	0.3371265181
558	0.3370635695
559	0.3370280726
560	0.3369474154
561	0.336924537
562	0.3368485156
563	0.3367852896
564	0.3367388579
565	0.3366014564
566	0.3365466926
567	0.336512589
568	0.3363492959
569	0.3362627815
570	0.3361763401
571	0.3359917499
572	0.3358507426
573	0.3357684006
574	0.3357093855
575	0.335626053
576	0.3355311308
577	0.3354536473
578	0.3353989868
579	0.3352907114
580	0.3351697442
581	0.33509143
582	0.3350407107
583	0.3349927211
584	0.3349378128
585	0.3349115287
586	0.3347777273
587	0.3347206247
588	0.3346822767
589	0.3346238984
590	0.3345101201
591	0.3344730516
592	0.3343782626
593	0.3343216565
594	0.3342135899
595	0.3341072152
596	0.3339529044
597	0.3338930571
598	0.3337853844
599	0.3337291756
600	0.3336470491
601	0.3335910016
602	0.3335403868
603	0.3334195851
604	0.333329358
605	0.3332101878
606	0.3331121561
607	0.3329952116
608	0.3329168863
609	0.3328723197
610	0.3327780887
611	0.3327328097
612	0.3326108961
613	0.3325239395
614	0.3324089432
615	0.3323350338
616	0.3322193294
617	0.3321117459
618	0.3320558713
619	0.3319054989
620	0.3318457273
621	0.3317546943
622	0.3317308414
623	0.3316433249
624	0.3315449858
625	0.3315043037
626	0.3314641958
627	0.3314402802
628	0.3313604853
629	0.3312528786
630	0.3312102813
631	0.3311426063
632	0.3310227776
633	0.3309302071
634	0.3309046199
635	0.3308558421
636	0.3308110831
637	0.3307539758
638	0.3307144856
639	0.3306143232
640	0.330473604
641	0.330424237
642	0.3303695476
643	0.3303287414
644	0.3302921114
645	0.3302335517
646	0.3301402196
647	0.3300676617
648	0.3299916345
649	0.3299026933
650	0.329828238
651	0.329722523
652	0.3296077391
653	0.3295497045
654	0.3295034784
655	0.3294386477
656	0.3293926383
657	0.329352923
658	0.3292943386
659	0.3292571799
660	0.3292388954
661	0.3290860246
662	0.3289680443
663	0.3289033295
664	0.3287754835
665	0.328689872
666	0.3286569266
667	0.328617323
668	0.328488567
669	0.3283730839
670	0.3283356889
671	0.3282800363
672	0.3282046746
673	0.3281164687
674	0.3280945596
675	0.3280478619
676	0.3279033297
677	0.3278454132
678	0.3277529479
679	0.3276602459
680	0.3276081901
681	0.3274816553
682	0.3273926503
683	0.3272917308
684	0.3272331503
685	0.3271431579
686	0.3270991717
687	0.3270407628
688	0.3270000321
689	0.3269268218
690	0.326892103
691	0.3268312945
692	0.3267729911
693	0.3267022054
694	0.3266410432
695	0.3265744845
696	0.3265225674
697	0.3264316331
698	0.3263955026
699	0.326280205
700	0.3262014194
701	0.3261203307
702	0.3260643505
703	0.3259621626
704	0.325857107
705	0.3257515096
706	0.3256237668
707	0.3254984138
708	0.3254687039
709	0.3253448583
710	0.3252486031
711	0.3251794086
712	0.3250800863
713	0.3249592012
714	0.3248757862
715	0.3248541071
716	0.3248321726
717	0.3247836698
718	0.3247383557
719	0.3246409682
720	0.3245595283
721	0.3245017098
722	0.3244300297
723	0.3243726628
724	0.3243103529
725	0.3242713825
726	0.3241926348
727	0.3240728589
728	0.3239772556
729	0.3238709088
730	0.3237743191
731	0.3237038118
732	0.3236653884
733	0.3235897622
734	0.3235462073
735	0.3234723302
736	0.3234179935
737	0.3232943513
738	0.3232085505
739	0.3231558065
740	0.3231124357
741	0.3230111129
742	0.3229667148
743	0.3229186263
744	0.3228372613
745	0.3227696077
746	0.3227329246
747	0.3226475744
748	0.3225474972
749	0.3224919231
750	0.3224477522
751	0.3223651856
752	0.3223054995
753	0.3222323333
754	0.3220764247
755	0.3219541181
756	0.3218775864
757	0.3217868785
758	0.321693993
759	0.3216615885
760	0.32159511
761	0.3214869689
762	0.3213817351
763	0.3212875761
764	0.3212544434
765	0.3211802188
766	0.3211665945
767	0.3210120247
768	0.3209096133
769	0.3208432259
770	0.3207742932
771	0.3207274071
772	0.3206599653
773	0.3206188199
774	0.3205777627
775	0.3204866634
776	0.3204434616
777	0.3203905535
778	0.3203320072
779	0.3202696239
780	0.32020037
781	0.3201439007
782	0.3201042061
783	0.3200133797
784	0.3199739205
785	0.319960899
786	0.3199137586
787	0.3198787845
788	0.3198022155
789	0.3197455521
790	0.3197037632
791	0.3196293227
792	0.3195651869
793	0.3195101
794	0.3194338846
795	0.3193793254
796	0.3193337237
797	0.3192758799
798	0.3191782976
799	0.3190444434
800	0.3189720523
801	0.3188967204
802	0.3188581249
803	0.3187623309
804	0.3187251411
805	0.3186282181
806	0.3185347827
807	0.3184861262
808	0.3183882478
809	0.3183066832
810	0.3182780082
811	0.3182114286
812	0.3181541469
813	0.3180993353
814	0.3180120342
815	0.3179343297
816	0.3178589077
817	0.3178096187
818	0.3177212589
819	0.3176787453
820	0.3176429669
821	0.3175809238
822	0.3174881196
823	0.3173982292
824	0.3173454839
825	0.3172615318
826	0.3172016217
827	0.317101931
828	0.3170620533
829	0.3170282304
830	0.316937277
831	0.3168391701
832	0.316761195
833	0.3167330508
834	0.3166696576
835	0.3166143986
836	0.3165373262
837	0.3164465205
838	0.3163244654
839	0.3162956183
840	0.3162445045
841	0.3162034907
842	0.316175393
843	0.3160964857
844	0.3160622981
845	0.3160291021
846	0.3159894327
847	0.3159174895
848	0.3158477204
849	0.3158250584
850	0.3157351681
851	0.3156755284
852	0.3155606453
853	0.3155344847
854	0.315487165
855	0.31545595
856	0.3154362066
857	0.3153389456
858	0.3152623729
859	0.3151871818
860	0.3150937874
861	0.3150301534
862	0.3149932614
863	0.3149584799
864	0.3148812295
865	0.31479316
866	0.3147332975
867	0.3147217593
868	0.3146755231
869	0.3145894869
870	0.3145410688
871	0.3144895656
872	0.3144540703
873	0.3143949886
874	0.314323451
875	0.3142573186
876	0.314202815
877	0.3141554521
878	0.3140754309
879	0.3140390439
880	0.313957389
881	0.3138864316
882	0.3138513312
883	0.3138029824
884	0.31373695
885	0.3136747446
886	0.3135626808
887	0.3135011703
888	0.3134800283
889	0.3134543682
890	0.3133689885
891	0.3133020079
892	0.3132237747
893	0.3131818466
894	0.3131417644
895	0.3130841785
896	0.3130367339
897	0.3129784968
898	0.3129394314
899	0.3128501952
900	0.3127743887
901	0.3126923351
902	0.3126192461
903	0.3125232133
904	0.312481869
905	0.312452465
906	0.3123900656
907	0.3123183402
908	0.3122604903
909	0.3121768524
910	0.3120991529
911	0.3120732948
912	0.3120674116
913	0.3119982195
914	0.3119060307
915	0.3118355893
916	0.3118098018
917	0.3117480297
918	0.3116690528
919	0.3115979067
920	0.3115532204
921	0.3114941074
922	0.3114700848
923	0.3114451948
924	0.3113399229
925	0.3112467795
926	0.3112039052
927	0.3111444022
928	0.3110902601
929	0.3110420795
930	0.3109571753
931	0.3108991446
932	0.3108640468
933	0.3108013367
934	0.3107434943
935	0.3106931367
936	0.3106673204
937	0.3106337399
938	0.3105961752
939	0.3105239588
940	0.3105001886
941	0.3104448279
942	0.3103576824
943	0.3103014335
944	0.3102677852
945	0.3102549195
946	0.3101903817
947	0.3101111594
948	0.3100777958
949	0.3100634608
950	0.3100194797
951	0.3099592463
952	0.30985433
953	0.3097846907
954	0.3097443225
955	0.3096879019
956	0.3096350787
957	0.3096136909
958	0.3095762968
959	0.3094855106
960	0.3094496321
961	0.3094185573
962	0.3093612003
963	0.3093425927
964	0.3092685737
965	0.3091944119
966	0.3091722826
967	0.309132014
968	0.3090980873
969	0.3090063434
970	0.3089485084
971	0.3088686345
972	0.3088111089
973	0.3087348578
974	0.3086973044
975	0.3086280855
976	0.3085542745
977	0.308487915
978	0.3084422046
979	0.3083790189
980	0.3083118641
981	0.3082813918
982	0.3081932125
983	0.3081353722
984	0.3080589925
985	0.3079904022
986	0.3079124888
987	0.3078576485
988	0.3077950912
989	0.3077032898
990	0.307673356
991	0.3076329162
992	0.3076052506
993	0.3075505382
994	0.3074948054
995	0.307445677
996	0.3074030964
997	0.3073239474
998	0.307265829
999	0.3072153234
